"mature_mirna_id","hgnc_symbol"
"hsa-miR-16-5p","KMT2D"
"hsa-miR-16-5p","AAAS"
"hsa-miR-16-5p","SLC7A5"
"hsa-miR-16-5p","NAA10"
"hsa-miR-16-5p","FZD6"
"hsa-miR-16-5p","HYAL3"
"hsa-miR-16-5p","UXT"
"hsa-miR-16-5p","DYRK3"
"hsa-miR-16-5p","CUL4A"
"hsa-miR-16-5p","CUL2"
"hsa-miR-16-5p","BHLHE40"
"hsa-miR-16-5p","CASK"
"hsa-miR-16-5p","NOP14"
"hsa-miR-16-5p","SLC25A12"
"hsa-miR-16-5p","LAMTOR3"
"hsa-miR-16-5p","EIF3C"
"hsa-miR-16-5p","EIF3F"
"hsa-miR-16-5p","EIF3H"
"hsa-miR-16-5p","VAMP8"
"hsa-miR-16-5p","CDC23"
"hsa-miR-16-5p","GPAA1"
"hsa-miR-16-5p","TNFSF9"
"hsa-miR-16-5p","PABPC4"
"hsa-miR-16-5p","NAPG"
"hsa-miR-16-5p","SUCLA2"
"hsa-miR-16-5p","CREG1"
"hsa-miR-16-5p","SQSTM1"
"hsa-miR-16-5p","EIF2B2"
"hsa-miR-16-5p","EIF2B5"
"hsa-miR-16-5p","RPL14"
"hsa-miR-16-5p","RRP9"
"hsa-miR-16-5p","CCPG1"
"hsa-miR-16-5p","TBRG4"
"hsa-miR-16-5p","AIMP1"
"hsa-miR-16-5p","MAPKAPK2"
"hsa-miR-16-5p","GTF3C3"
"hsa-miR-16-5p","UBE4A"
"hsa-miR-16-5p","ZRANB2"
"hsa-miR-16-5p","ONECUT2"
"hsa-miR-16-5p","TBPL1"
"hsa-miR-16-5p","MPDU1"
"hsa-miR-16-5p","POLR1C"
"hsa-miR-16-5p","EIF5B"
"hsa-miR-16-5p","BZW1"
"hsa-miR-16-5p","ARHGAP32"
"hsa-miR-16-5p","RASSF2"
"hsa-miR-16-5p","BMS1"
"hsa-miR-16-5p","ARMCX2"
"hsa-miR-16-5p","SPATA2"
"hsa-miR-16-5p","TELO2"
"hsa-miR-16-5p","NCAPD2"
"hsa-miR-16-5p","ZBTB5"
"hsa-miR-16-5p","HNRNPDL"
"hsa-miR-16-5p","ACOT8"
"hsa-miR-16-5p","ABCF2"
"hsa-miR-16-5p","SCAMP3"
"hsa-miR-16-5p","TSPAN3"
"hsa-miR-16-5p","LRPPRC"
"hsa-miR-16-5p","PDIA6"
"hsa-miR-16-5p","TRAP1"
"hsa-miR-16-5p","RCL1"
"hsa-miR-16-5p","RBM6"
"hsa-miR-16-5p","ALG3"
"hsa-miR-16-5p","PSME3"
"hsa-miR-16-5p","EIF1"
"hsa-miR-16-5p","MRPS31"
"hsa-miR-16-5p","ABCC4"
"hsa-miR-16-5p","BCAS2"
"hsa-miR-16-5p","DNAJA2"
"hsa-miR-16-5p","TUBB4B"
"hsa-miR-16-5p","BTN3A3"
"hsa-miR-16-5p","CDIPT"
"hsa-miR-16-5p","TIMM17A"
"hsa-miR-16-5p","EIF3M"
"hsa-miR-16-5p","VTI1B"
"hsa-miR-16-5p","CIB1"
"hsa-miR-16-5p","IPO7"
"hsa-miR-16-5p","LAMTOR5"
"hsa-miR-16-5p","TBL3"
"hsa-miR-16-5p","IVNS1ABP"
"hsa-miR-16-5p","CNPY3"
"hsa-miR-16-5p","TCFL5"
"hsa-miR-16-5p","MTHFD2"
"hsa-miR-16-5p","HSPH1"
"hsa-miR-16-5p","UTP14A"
"hsa-miR-16-5p","PNPLA6"
"hsa-miR-16-5p","MORF4L1"
"hsa-miR-16-5p","SF3A3"
"hsa-miR-16-5p","TOMM34"
"hsa-miR-16-5p","STIP1"
"hsa-miR-16-5p","YWHAQ"
"hsa-miR-16-5p","COPS5"
"hsa-miR-16-5p","METAP2"
"hsa-miR-16-5p","KIF2C"
"hsa-miR-16-5p","UBE2C"
"hsa-miR-16-5p","DNAJB4"
"hsa-miR-16-5p","CDC37"
"hsa-miR-16-5p","ERLIN2"
"hsa-miR-16-5p","STRAP"
"hsa-miR-16-5p","SUPT16H"
"hsa-miR-16-5p","MRPL3"
"hsa-miR-16-5p","XPOT"
"hsa-miR-16-5p","ATXN2L"
"hsa-miR-16-5p","LYPLA2"
"hsa-miR-16-5p","OIP5"
"hsa-miR-16-5p","CPEB3"
"hsa-miR-16-5p","FASTKD2"
"hsa-miR-16-5p","ENPP4"
"hsa-miR-16-5p","DHX30"
"hsa-miR-16-5p","KIN"
"hsa-miR-16-5p","SLC4A1AP"
"hsa-miR-16-5p","SPEN"
"hsa-miR-16-5p","SETD1B"
"hsa-miR-16-5p","TNRC6B"
"hsa-miR-16-5p","ANKLE2"
"hsa-miR-16-5p","PSME4"
"hsa-miR-16-5p","PLEKHM2"
"hsa-miR-16-5p","RRP12"
"hsa-miR-16-5p","NUP160"
"hsa-miR-16-5p","U2SURP"
"hsa-miR-16-5p","HARS2"
"hsa-miR-16-5p","TRAM1"
"hsa-miR-16-5p","POFUT1"
"hsa-miR-16-5p","SLC39A14"
"hsa-miR-16-5p","GTPBP4"
"hsa-miR-16-5p","ARL2BP"
"hsa-miR-16-5p","HSPBP1"
"hsa-miR-16-5p","SH3BP4"
"hsa-miR-16-5p","TMEM245"
"hsa-miR-16-5p","PISD"
"hsa-miR-16-5p","PANX1"
"hsa-miR-16-5p","BAMBI"
"hsa-miR-16-5p","TXN2"
"hsa-miR-16-5p","MOB4"
"hsa-miR-16-5p","ANAPC13"
"hsa-miR-16-5p","DCAF13"
"hsa-miR-16-5p","MTHFD1L"
"hsa-miR-16-5p","NOL11"
"hsa-miR-16-5p","SYF2"
"hsa-miR-16-5p","HIGD1A"
"hsa-miR-16-5p","OSBPL3"
"hsa-miR-16-5p","POLDIP2"
"hsa-miR-16-5p","SZRD1"
"hsa-miR-16-5p","NARF"
"hsa-miR-16-5p","TIMM13"
"hsa-miR-16-5p","TRUB2"
"hsa-miR-16-5p","DNAJC2"
"hsa-miR-16-5p","AFF4"
"hsa-miR-16-5p","VPS4A"
"hsa-miR-16-5p","EIF3K"
"hsa-miR-16-5p","UBE2S"
"hsa-miR-16-5p","LAMTOR2"
"hsa-miR-16-5p","NOB1"
"hsa-miR-16-5p","NDUFAF4"
"hsa-miR-16-5p","CCDC59"
"hsa-miR-16-5p","SSU72"
"hsa-miR-16-5p","DNAJC15"
"hsa-miR-16-5p","RACGAP1"
"hsa-miR-16-5p","CARD10"
"hsa-miR-16-5p","CNOT7"
"hsa-miR-16-5p","SNX15"
"hsa-miR-16-5p","SEC61A1"
"hsa-miR-16-5p","SNX12"
"hsa-miR-16-5p","PSAT1"
"hsa-miR-16-5p","DNTTIP2"
"hsa-miR-16-5p","GEMIN4"
"hsa-miR-16-5p","RRP15"
"hsa-miR-16-5p","GOLT1B"
"hsa-miR-16-5p","YARS2"
"hsa-miR-16-5p","NMD3"
"hsa-miR-16-5p","FCF1"
"hsa-miR-16-5p","RMDN1"
"hsa-miR-16-5p","MRPS2"
"hsa-miR-16-5p","GOLGA7"
"hsa-miR-16-5p","AADAT"
"hsa-miR-16-5p","TACO1"
"hsa-miR-16-5p","CRIM1"
"hsa-miR-16-5p","NT5C3A"
"hsa-miR-16-5p","BFAR"
"hsa-miR-16-5p","TNFRSF12A"
"hsa-miR-16-5p","COMMD10"
"hsa-miR-16-5p","DDX41"
"hsa-miR-16-5p","LIMA1"
"hsa-miR-16-5p","UFC1"
"hsa-miR-16-5p","SLC25A39"
"hsa-miR-16-5p","MRPS23"
"hsa-miR-16-5p","CDK5RAP1"
"hsa-miR-16-5p","LUC7L3"
"hsa-miR-16-5p","ATP8A2"
"hsa-miR-16-5p","GALNT7"
"hsa-miR-16-5p","C11orf24"
"hsa-miR-16-5p","PELO"
"hsa-miR-16-5p","CYCS"
"hsa-miR-16-5p","TERF2IP"
"hsa-miR-16-5p","SLC38A2"
"hsa-miR-16-5p","DNAJC10"
"hsa-miR-16-5p","NLE1"
"hsa-miR-16-5p","RHOF"
"hsa-miR-16-5p","GNL3L"
"hsa-miR-16-5p","LY6K"
"hsa-miR-16-5p","TOR4A"
"hsa-miR-16-5p","GPATCH4"
"hsa-miR-16-5p","NSUN2"
"hsa-miR-16-5p","TRMT10C"
"hsa-miR-16-5p","SDHAF2"
"hsa-miR-16-5p","PAK1IP1"
"hsa-miR-16-5p","LAMTOR1"
"hsa-miR-16-5p","PTCD3"
"hsa-miR-16-5p","MRPL20"
"hsa-miR-16-5p","XKR8"
"hsa-miR-16-5p","CDCA8"
"hsa-miR-16-5p","CEP55"
"hsa-miR-16-5p","TBCCD1"
"hsa-miR-16-5p","MRPS10"
"hsa-miR-16-5p","STEAP3"
"hsa-miR-16-5p","RFK"
"hsa-miR-16-5p","AGPAT5"
"hsa-miR-16-5p","LSG1"
"hsa-miR-16-5p","ABHD10"
"hsa-miR-16-5p","LAPTM4B"
"hsa-miR-16-5p","STRADB"
"hsa-miR-16-5p","ETNK1"
"hsa-miR-16-5p","NOP10"
"hsa-miR-16-5p","TRMT1"
"hsa-miR-16-5p","SMPD4"
"hsa-miR-16-5p","LYAR"
"hsa-miR-16-5p","CDC37L1"
"hsa-miR-16-5p","IWS1"
"hsa-miR-16-5p","LUC7L"
"hsa-miR-16-5p","LRIF1"
"hsa-miR-16-5p","PAG1"
"hsa-miR-16-5p","GLT8D1"
"hsa-miR-16-5p","ASH1L"
"hsa-miR-16-5p","DMAP1"
"hsa-miR-16-5p","UBFD1"
"hsa-miR-16-5p","MEPCE"
"hsa-miR-16-5p","BCCIP"
"hsa-miR-16-5p","ATXN7L3"
"hsa-miR-16-5p","RTN4"
"hsa-miR-16-5p","SLC39A10"
"hsa-miR-16-5p","WDR18"
"hsa-miR-16-5p","ZBTB2"
"hsa-miR-16-5p","DHX37"
"hsa-miR-16-5p","GPAM"
"hsa-miR-16-5p","SRPRB"
"hsa-miR-16-5p","RPRD1B"
"hsa-miR-16-5p","SNX6"
"hsa-miR-16-5p","ELOVL5"
"hsa-miR-16-5p","MRPS35"
"hsa-miR-16-5p","ELAC2"
"hsa-miR-16-5p","SPCS3"
"hsa-miR-16-5p","DHX35"
"hsa-miR-16-5p","MRPS14"
"hsa-miR-16-5p","PDF"
"hsa-miR-16-5p","C17orf75"
"hsa-miR-16-5p","NCAPG"
"hsa-miR-16-5p","MMS19"
"hsa-miR-16-5p","ATL2"
"hsa-miR-16-5p","NOC3L"
"hsa-miR-16-5p","ZMAT3"
"hsa-miR-16-5p","INF2"
"hsa-miR-16-5p","MRPS25"
"hsa-miR-16-5p","COPS7B"
"hsa-miR-16-5p","SMURF2"
"hsa-miR-16-5p","IPPK"
"hsa-miR-16-5p","FNDC3B"
"hsa-miR-16-5p","DDX31"
"hsa-miR-16-5p","MRPL1"
"hsa-miR-16-5p","RAPH1"
"hsa-miR-16-5p","UBE2Z"
"hsa-miR-16-5p","STK33"
"hsa-miR-16-5p","YIPF2"
"hsa-miR-16-5p","VKORC1"
"hsa-miR-16-5p","DDX54"
"hsa-miR-16-5p","NOC4L"
"hsa-miR-16-5p","ATG9A"
"hsa-miR-16-5p","HMBOX1"
"hsa-miR-16-5p","ROGDI"
"hsa-miR-16-5p","YRDC"
"hsa-miR-16-5p","IPO4"
"hsa-miR-16-5p","TBL1XR1"
"hsa-miR-16-5p","NARS2"
"hsa-miR-16-5p","SLC25A22"
"hsa-miR-16-5p","CAAP1"
"hsa-miR-16-5p","PHC3"
"hsa-miR-16-5p","GPR157"
"hsa-miR-16-5p","EDC3"
"hsa-miR-16-5p","IFT74"
"hsa-miR-16-5p","KLHL15"
"hsa-miR-16-5p","PRR3"
"hsa-miR-16-5p","INTS5"
"hsa-miR-16-5p","SLC25A32"
"hsa-miR-16-5p","LMAN2L"
"hsa-miR-16-5p","ARPC5L"
"hsa-miR-16-5p","SLIRP"
"hsa-miR-16-5p","EMC6"
"hsa-miR-16-5p","BCL2L12"
"hsa-miR-16-5p","GRWD1"
"hsa-miR-16-5p","KATNAL1"
"hsa-miR-16-5p","WDR75"
"hsa-miR-16-5p","TMEM126A"
"hsa-miR-16-5p","DCUN1D5"
"hsa-miR-16-5p","YIPF4"
"hsa-miR-16-5p","UTP23"
"hsa-miR-16-5p","MSANTD4"
"hsa-miR-16-5p","DCTN5"
"hsa-miR-16-5p","CBX2"
"hsa-miR-16-5p","TUBA1C"
"hsa-miR-16-5p","TBRG1"
"hsa-miR-16-5p","SPRYD3"
"hsa-miR-16-5p","LSM10"
"hsa-miR-16-5p","ALG2"
"hsa-miR-16-5p","GFM1"
"hsa-miR-16-5p","RRP36"
"hsa-miR-16-5p","PHLDB2"
"hsa-miR-16-5p","ZNF622"
"hsa-miR-16-5p","MCU"
"hsa-miR-16-5p","ZNF598"
"hsa-miR-16-5p","LMF2"
"hsa-miR-16-5p","RFT1"
"hsa-miR-16-5p","MRRF"
"hsa-miR-16-5p","DTD1"
"hsa-miR-16-5p","SLC38A5"
"hsa-miR-16-5p","SFXN1"
"hsa-miR-16-5p","SLC35A4"
"hsa-miR-16-5p","VASN"
"hsa-miR-16-5p","MALSU1"
"hsa-miR-16-5p","THEM4"
"hsa-miR-16-5p","EARS2"
"hsa-miR-16-5p","MRPL10"
"hsa-miR-16-5p","TBC1D20"
"hsa-miR-16-5p","GRPEL2"
"hsa-miR-16-5p","AMER1"
"hsa-miR-16-5p","DOCK11"
"hsa-miR-16-5p","ASB6"
"hsa-miR-16-5p","CPNE8"
"hsa-miR-16-5p","CNKSR3"
"hsa-miR-16-5p","AMOT"
"hsa-miR-16-5p","RASEF"
"hsa-miR-16-5p","SPRED1"
"hsa-miR-16-5p","QSOX2"
"hsa-miR-16-5p","DHX36"
"hsa-miR-16-5p","ZNF367"
"hsa-miR-16-5p","RAB12"
"hsa-miR-16-5p","TUBB"
"hsa-miR-16-5p","VMA21"
"hsa-miR-16-5p","MRPL21"
"hsa-miR-16-5p","CYB561A3"
"hsa-miR-16-5p","MICU2"
"hsa-miR-16-5p","BRAT1"
"hsa-miR-16-5p","FOXK1"
"hsa-miR-16-5p","UBN2"
"hsa-miR-16-5p","LURAP1L"
"hsa-miR-16-5p","AGRN"
"hsa-miR-16-5p","NHLRC3"
"hsa-miR-16-5p","COA6"
"hsa-miR-16-5p","LAMTOR4"
"hsa-miR-16-5p","EIF3CL"
"hsa-miR-16-5p","RNH1"
"hsa-miR-16-5p","SYT11"
"hsa-miR-16-5p","PEX12"
"hsa-miR-16-5p","MED11"
"hsa-miR-16-5p","TCP1"
"hsa-miR-16-5p","WIPI2"
"hsa-miR-16-5p","FAM229B"
"hsa-miR-16-5p","CDC42SE2"
"hsa-miR-16-5p","NPRL3"
"hsa-miR-16-5p","SIDT2"
"hsa-miR-16-5p","FBXO41"
"hsa-miR-16-5p","C1orf226"
"hsa-miR-16-5p","MTFR1L"
"hsa-miR-16-5p","SLC35E2B"
"hsa-miR-16-5p","ORAI2"
"hsa-miR-16-5p","ATXN7L3B"
"hsa-miR-16-5p","SCAMP5"
"hsa-miR-16-5p","MSL3"
"hsa-miR-16-5p","SLC19A1"
"hsa-miR-16-5p","BSG"
"hsa-miR-16-5p","GOT2"
"hsa-miR-16-5p","SLC9A2"
"hsa-miR-16-5p","ZNF91"
"hsa-miR-16-5p","PCDHGB4"
"hsa-miR-16-5p","FASN"
"hsa-miR-16-5p","TRAF4"
"hsa-miR-16-5p","KIF3B"
"hsa-miR-16-5p","TM9SF2"
"hsa-miR-16-5p","IER2"
"hsa-miR-16-5p","HSPA8"
"hsa-miR-16-5p","RNPS1"
"hsa-miR-16-5p","ASXL1"
"hsa-miR-16-5p","TFB1M"
"hsa-miR-16-5p","PPIL1"
"hsa-miR-16-5p","OTUB1"
"hsa-miR-16-5p","VPS33B"
"hsa-miR-16-5p","WDR5B"
"hsa-miR-16-5p","CASKIN1"
"hsa-miR-16-5p","ZFHX4"
"hsa-miR-16-5p","HM13"
"hsa-miR-16-5p","ZDHHC16"
"hsa-miR-16-5p","SCAMP4"
"hsa-miR-16-5p","LSM11"
"hsa-miR-16-5p","NAT8L"
"hsa-miR-16-5p","OGT"
"hsa-miR-16-5p","RAB15"
"hsa-miR-16-5p","GLP2R"
"hsa-miR-16-5p","SLC4A2"
"hsa-miR-16-5p","AURKAIP1"
"hsa-miR-16-5p","MT-CO1"
"hsa-miR-16-5p","ADGRE5"
"hsa-miR-16-5p","SRPRA"
"hsa-miR-16-5p","TUBB3"
"hsa-miR-16-5p","PRELID3B"
"hsa-miR-16-5p","RIDA"
"hsa-miR-16-5p","BEX3"
"hsa-miR-16-5p","SPOUT1"
"hsa-miR-16-5p","DNAAF5"
"hsa-miR-16-5p","MRM3"
"hsa-miR-16-5p","MAIP1"
"hsa-miR-16-5p","CARD19"
"hsa-miR-16-5p","UTP4"
"hsa-miR-16-5p","NOL4L"
"hsa-miR-16-5p","ATP5F1C"
"hsa-miR-16-5p","ATP5MC3"
"hsa-miR-16-5p","NIBAN2"
"hsa-miR-16-5p","PIP4P1"
"hsa-miR-16-5p","ADSS2"
"hsa-miR-16-5p","HARS1"
"hsa-miR-16-5p","ZNRD2"
"hsa-miR-16-5p","GARS1"
"hsa-miR-16-5p","H2AX"
"hsa-miR-16-5p","RARS1"
"hsa-miR-16-5p","WARS1"
"hsa-miR-16-5p","NARS1"
"hsa-miR-16-5p","VPS26C"
"hsa-miR-16-5p","SARS1"
"hsa-miR-16-5p","PLPBP"
"hsa-miR-16-5p","UTP25"
"hsa-miR-16-5p","CIAO2B"
"hsa-miR-16-5p","ILRUN"
"hsa-miR-16-5p","MARS1"
"hsa-miR-16-5p","H2BC4"
"hsa-miR-16-5p","NOP53"
"hsa-miR-17-5p","PTEN"
"hsa-miR-17-5p","E2F3"
"hsa-miR-17-5p","E2F1"
"hsa-miR-17-5p","PLAG1"
"hsa-miR-17-5p","LAMC1"
"hsa-miR-17-5p","ATP6V0E1"
"hsa-miR-17-5p","CAPRIN2"
"hsa-miR-17-5p","ADAR"
"hsa-miR-17-5p","NETO2"
"hsa-miR-17-5p","LASP1"
"hsa-miR-17-5p","ANKIB1"
"hsa-miR-17-5p","ARHGEF18"
"hsa-miR-17-5p","DDX5"
"hsa-miR-17-5p","ZNF264"
"hsa-miR-17-5p","POLR3G"
"hsa-miR-17-5p","BTG3"
"hsa-miR-17-5p","NFIB"
"hsa-miR-17-5p","CDKN1A"
"hsa-miR-17-5p","SOX4"
"hsa-miR-17-5p","CAMTA1"
"hsa-miR-17-5p","BTG2"
"hsa-miR-17-5p","SOCS5"
"hsa-miR-17-5p","CFL2"
"hsa-miR-17-5p","MYC"
"hsa-miR-17-5p","RUNX1"
"hsa-miR-17-5p","HMGB1"
"hsa-miR-17-5p","CAV1"
"hsa-miR-17-5p","TSKU"
"hsa-miR-17-5p","DEPDC1"
"hsa-miR-17-5p","TNFAIP1"
"hsa-miR-17-5p","MKRN1"
"hsa-miR-17-5p","VPS26A"
"hsa-miR-17-5p","KIF23"
"hsa-miR-17-5p","IGFBP3"
"hsa-miR-17-5p","RBL1"
"hsa-miR-17-5p","TSG101"
"hsa-miR-17-5p","GAB1"
"hsa-miR-17-5p","APP"
"hsa-miR-17-5p","BRCA2"
"hsa-miR-17-5p","ATP2B1"
"hsa-miR-17-5p","JAK1"
"hsa-miR-17-5p","RHOC"
"hsa-miR-17-5p","YWHAZ"
"hsa-miR-17-5p","DNMT1"
"hsa-miR-17-5p","ICAM1"
"hsa-miR-17-5p","MAP3K12"
"hsa-miR-17-5p","RUNX3"
"hsa-miR-17-5p","DUSP2"
"hsa-miR-17-5p","EGLN3"
"hsa-miR-17-5p","ENTPD4"
"hsa-miR-17-5p","NFATC2IP"
"hsa-miR-17-5p","CLIC4"
"hsa-miR-17-5p","FXR2"
"hsa-miR-17-5p","ADARB1"
"hsa-miR-17-5p","ASNS"
"hsa-miR-17-5p","ATP1B3"
"hsa-miR-17-5p","B2M"
"hsa-miR-17-5p","BMP2"
"hsa-miR-17-5p","BMP8B"
"hsa-miR-17-5p","EEF1A1"
"hsa-miR-17-5p","EIF4A2"
"hsa-miR-17-5p","EPHA4"
"hsa-miR-17-5p","ETV1"
"hsa-miR-17-5p","F2RL1"
"hsa-miR-17-5p","F3"
"hsa-miR-17-5p","FANCA"
"hsa-miR-17-5p","GABBR1"
"hsa-miR-17-5p","GLO1"
"hsa-miR-17-5p","GNAS"
"hsa-miR-17-5p","GNS"
"hsa-miR-17-5p","MKNK2"
"hsa-miR-17-5p","GTF2H3"
"hsa-miR-17-5p","HMGB3"
"hsa-miR-17-5p","AGFG2"
"hsa-miR-17-5p","IFNAR2"
"hsa-miR-17-5p","ILF3"
"hsa-miR-17-5p","KPNA2"
"hsa-miR-17-5p","KRT10"
"hsa-miR-17-5p","LIMK1"
"hsa-miR-17-5p","LRPAP1"
"hsa-miR-17-5p","MBNL1"
"hsa-miR-17-5p","DNAJB9"
"hsa-miR-17-5p","MKI67"
"hsa-miR-17-5p","MAP3K9"
"hsa-miR-17-5p","MMP2"
"hsa-miR-17-5p","MT-CO2"
"hsa-miR-17-5p","MTF1"
"hsa-miR-17-5p","NAP1L1"
"hsa-miR-17-5p","PDPK1"
"hsa-miR-17-5p","PKD2"
"hsa-miR-17-5p","PKNOX1"
"hsa-miR-17-5p","PMAIP1"
"hsa-miR-17-5p","CTSA"
"hsa-miR-17-5p","PPP2R1A"
"hsa-miR-17-5p","PRKACB"
"hsa-miR-17-5p","PRNP"
"hsa-miR-17-5p","PTGFRN"
"hsa-miR-17-5p","RAB5B"
"hsa-miR-17-5p","RAN"
"hsa-miR-17-5p","RBBP7"
"hsa-miR-17-5p","RORA"
"hsa-miR-17-5p","RPA2"
"hsa-miR-17-5p","RRM2"
"hsa-miR-17-5p","SELE"
"hsa-miR-17-5p","SKIL"
"hsa-miR-17-5p","STK11"
"hsa-miR-17-5p","SURF4"
"hsa-miR-17-5p","TCF3"
"hsa-miR-17-5p","GPR137B"
"hsa-miR-17-5p","NR2C2"
"hsa-miR-17-5p","UBC"
"hsa-miR-17-5p","VLDLR"
"hsa-miR-17-5p","ZNF202"
"hsa-miR-17-5p","CSDE1"
"hsa-miR-17-5p","REEP5"
"hsa-miR-17-5p","COPS3"
"hsa-miR-17-5p","RTCA"
"hsa-miR-17-5p","TNFSF12"
"hsa-miR-17-5p","TNFRSF10B"
"hsa-miR-17-5p","SQSTM1"
"hsa-miR-17-5p","EIF2B2"
"hsa-miR-17-5p","PKMYT1"
"hsa-miR-17-5p","RABEP1"
"hsa-miR-17-5p","ZBED1"
"hsa-miR-17-5p","STK17B"
"hsa-miR-17-5p","SH3BP5"
"hsa-miR-17-5p","MORF4L2"
"hsa-miR-17-5p","SLC25A44"
"hsa-miR-17-5p","LAPTM4A"
"hsa-miR-17-5p","SLK"
"hsa-miR-17-5p","NCAPD2"
"hsa-miR-17-5p","ZBTB5"
"hsa-miR-17-5p","WDR1"
"hsa-miR-17-5p","CHAF1A"
"hsa-miR-17-5p","HUWE1"
"hsa-miR-17-5p","TOB1"
"hsa-miR-17-5p","GDF11"
"hsa-miR-17-5p","RTN3"
"hsa-miR-17-5p","TUBB4B"
"hsa-miR-17-5p","ZBTB18"
"hsa-miR-17-5p","SEC23A"
"hsa-miR-17-5p","POLQ"
"hsa-miR-17-5p","NFAT5"
"hsa-miR-17-5p","MORF4L1"
"hsa-miR-17-5p","TMED10"
"hsa-miR-17-5p","BTN3A1"
"hsa-miR-17-5p","FICD"
"hsa-miR-17-5p","MLXIP"
"hsa-miR-17-5p","MAPRE3"
"hsa-miR-17-5p","TNRC6B"
"hsa-miR-17-5p","KDM6B"
"hsa-miR-17-5p","U2SURP"
"hsa-miR-17-5p","ICMT"
"hsa-miR-17-5p","TMEM245"
"hsa-miR-17-5p","ATL3"
"hsa-miR-17-5p","ZNF385A"
"hsa-miR-17-5p","ATAD2"
"hsa-miR-17-5p","CNOT7"
"hsa-miR-17-5p","CPSF1"
"hsa-miR-17-5p","NRBP1"
"hsa-miR-17-5p","DNTTIP2"
"hsa-miR-17-5p","PDZD11"
"hsa-miR-17-5p","SLC25A37"
"hsa-miR-17-5p","LIMA1"
"hsa-miR-17-5p","ASB1"
"hsa-miR-17-5p","TMX3"
"hsa-miR-17-5p","RRN3"
"hsa-miR-17-5p","LEPROT"
"hsa-miR-17-5p","ZRANB1"
"hsa-miR-17-5p","ZNF770"
"hsa-miR-17-5p","LAMTOR1"
"hsa-miR-17-5p","FKBP14"
"hsa-miR-17-5p","C9orf40"
"hsa-miR-17-5p","CENPQ"
"hsa-miR-17-5p","YOD1"
"hsa-miR-17-5p","UBFD1"
"hsa-miR-17-5p","EIF5A2"
"hsa-miR-17-5p","DHX33"
"hsa-miR-17-5p","PHTF2"
"hsa-miR-17-5p","ZNFX1"
"hsa-miR-17-5p","PBXIP1"
"hsa-miR-17-5p","MAVS"
"hsa-miR-17-5p","GRAMD1A"
"hsa-miR-17-5p","RAP2C"
"hsa-miR-17-5p","RRAGD"
"hsa-miR-17-5p","ENPP5"
"hsa-miR-17-5p","GIGYF1"
"hsa-miR-17-5p","NABP1"
"hsa-miR-17-5p","TBL1XR1"
"hsa-miR-17-5p","FBXO31"
"hsa-miR-17-5p","PIP4K2C"
"hsa-miR-17-5p","FOXRED2"
"hsa-miR-17-5p","GPR157"
"hsa-miR-17-5p","KLHL15"
"hsa-miR-17-5p","FAM83D"
"hsa-miR-17-5p","SLC25A28"
"hsa-miR-17-5p","DNAL1"
"hsa-miR-17-5p","POLR1B"
"hsa-miR-17-5p","GINS4"
"hsa-miR-17-5p","BRMS1L"
"hsa-miR-17-5p","HOOK3"
"hsa-miR-17-5p","LCOR"
"hsa-miR-17-5p","DCTN5"
"hsa-miR-17-5p","MIDN"
"hsa-miR-17-5p","ZNF598"
"hsa-miR-17-5p","DPP9"
"hsa-miR-17-5p","BTF3L4"
"hsa-miR-17-5p","UBE2Q2"
"hsa-miR-17-5p","HAUS8"
"hsa-miR-17-5p","PIGS"
"hsa-miR-17-5p","WDR89"
"hsa-miR-17-5p","TMEM123"
"hsa-miR-17-5p","DIS3L"
"hsa-miR-17-5p","SSX2IP"
"hsa-miR-17-5p","NIPA1"
"hsa-miR-17-5p","TPRG1L"
"hsa-miR-17-5p","DCBLD2"
"hsa-miR-17-5p","GRPEL2"
"hsa-miR-17-5p","NACC2"
"hsa-miR-17-5p","PTPDC1"
"hsa-miR-17-5p","SIRPA"
"hsa-miR-17-5p","SAMD8"
"hsa-miR-17-5p","TMEM167A"
"hsa-miR-17-5p","RNF145"
"hsa-miR-17-5p","TMEM64"
"hsa-miR-17-5p","TXLNA"
"hsa-miR-17-5p","TET3"
"hsa-miR-17-5p","RAB12"
"hsa-miR-17-5p","SAMD9L"
"hsa-miR-17-5p","REEP3"
"hsa-miR-17-5p","ZBTB9"
"hsa-miR-17-5p","PRR14L"
"hsa-miR-17-5p","ZDHHC20"
"hsa-miR-17-5p","CNEP1R1"
"hsa-miR-17-5p","SGMS1"
"hsa-miR-17-5p","PGM2L1"
"hsa-miR-17-5p","KANSL1"
"hsa-miR-17-5p","CCDC137"
"hsa-miR-17-5p","C6orf120"
"hsa-miR-17-5p","NHLRC3"
"hsa-miR-17-5p","RBM12B"
"hsa-miR-17-5p","SAMD12"
"hsa-miR-17-5p","C18orf32"
"hsa-miR-17-5p","USP16"
"hsa-miR-17-5p","MUC21"
"hsa-miR-17-5p","AKTIP"
"hsa-miR-17-5p","RCCD1"
"hsa-miR-17-5p","SMOC1"
"hsa-miR-17-5p","TTPAL"
"hsa-miR-17-5p","CHIC1"
"hsa-miR-17-5p","FEZ2"
"hsa-miR-17-5p","NAPEPLD"
"hsa-miR-17-5p","SMIM13"
"hsa-miR-17-5p","RPS27A"
"hsa-miR-17-5p","SEMA7A"
"hsa-miR-17-5p","AFF1"
"hsa-miR-17-5p","SCAMP5"
