"mature_mirna_id","hgnc_symbol"
"hsa-miR-192-5p","PIGX"
"hsa-miR-192-5p","CLN6"
"hsa-miR-192-5p","TRIM68"
"hsa-miR-192-5p","CEP55"
"hsa-miR-192-5p","FAIM"
"hsa-miR-192-5p","RIC8B"
"hsa-miR-192-5p","BBS7"
"hsa-miR-192-5p","FANCI"
"hsa-miR-192-5p","NUDT15"
"hsa-miR-192-5p","PHF10"
"hsa-miR-192-5p","UBE2W"
"hsa-miR-192-5p","AGPAT5"
"hsa-miR-192-5p","CHDH"
"hsa-miR-192-5p","HJURP"
"hsa-miR-192-5p","CHST12"
"hsa-miR-192-5p","HES6"
"hsa-miR-192-5p","IL17RB"
"hsa-miR-192-5p","CHD7"
"hsa-miR-192-5p","KDM4D"
"hsa-miR-192-5p","IQCC"
"hsa-miR-192-5p","TMEM30A"
"hsa-miR-192-5p","SAYSD1"
"hsa-miR-192-5p","MBNL3"
"hsa-miR-192-5p","NKRF"
"hsa-miR-192-5p","SLC25A40"
"hsa-miR-192-5p","SERTAD4"
"hsa-miR-192-5p","EMC7"
"hsa-miR-192-5p","NT5M"
"hsa-miR-192-5p","STOX2"
"hsa-miR-192-5p","PHTF2"
"hsa-miR-192-5p","NHSL1"
"hsa-miR-192-5p","CLK4"
"hsa-miR-192-5p","KIAA1143"
"hsa-miR-192-5p","KLHL42"
"hsa-miR-192-5p","NCEH1"
"hsa-miR-192-5p","STAMBPL1"
"hsa-miR-192-5p","TRIB3"
"hsa-miR-192-5p","GATAD1"
"hsa-miR-192-5p","CREBZF"
"hsa-miR-192-5p","INIP"
"hsa-miR-192-5p","ELOVL5"
"hsa-miR-192-5p","SPCS3"
"hsa-miR-192-5p","BCORL1"
"hsa-miR-192-5p","MOAP1"
"hsa-miR-192-5p","SLC39A8"
"hsa-miR-192-5p","TOR3A"
"hsa-miR-192-5p","ZMAT3"
"hsa-miR-192-5p","CCDC14"
"hsa-miR-192-5p","FNDC3B"
"hsa-miR-192-5p","PLEKHG2"
"hsa-miR-192-5p","REEP1"
"hsa-miR-192-5p","MIS12"
"hsa-miR-192-5p","DDX50"
"hsa-miR-192-5p","KCTD15"
"hsa-miR-192-5p","RNF26"
"hsa-miR-192-5p","SCRN3"
"hsa-miR-192-5p","CCDC121"
"hsa-miR-192-5p","RPAP3"
"hsa-miR-192-5p","HSPBAP1"
"hsa-miR-192-5p","FBXO31"
"hsa-miR-192-5p","BORA"
"hsa-miR-192-5p","MAP6D1"
"hsa-miR-192-5p","DSN1"
"hsa-miR-192-5p","PIF1"
"hsa-miR-192-5p","ASRGL1"
"hsa-miR-192-5p","DBF4B"
"hsa-miR-192-5p","NAA50"
"hsa-miR-192-5p","KLHL15"
"hsa-miR-192-5p","TRAF3IP3"
"hsa-miR-192-5p","SGPP1"
"hsa-miR-192-5p","FAM83D"
"hsa-miR-192-5p","MAP1LC3B"
"hsa-miR-192-5p","C6orf62"
"hsa-miR-192-5p","SPRY4"
"hsa-miR-192-5p","ZNF611"
"hsa-miR-192-5p","KIF18A"
"hsa-miR-192-5p","NUF2"
"hsa-miR-192-5p","DNAL1"
"hsa-miR-192-5p","ROPN1L"
"hsa-miR-192-5p","RAB6C"
"hsa-miR-192-5p","MEX3B"
"hsa-miR-192-5p","LRRC8C"
"hsa-miR-192-5p","PRADC1"
"hsa-miR-192-5p","HOOK3"
"hsa-miR-192-5p","MRPL43"
"hsa-miR-192-5p","FAXC"
"hsa-miR-192-5p","PSRC1"
"hsa-miR-192-5p","LMNB2"
"hsa-miR-192-5p","ATAD1"
"hsa-miR-192-5p","TMTC4"
"hsa-miR-192-5p","SLC35B4"
"hsa-miR-192-5p","FAM222A"
"hsa-miR-192-5p","ALG10"
"hsa-miR-192-5p","CGNL1"
"hsa-miR-192-5p","UBASH3B"
"hsa-miR-192-5p","ZIC5"
"hsa-miR-192-5p","LRRCC1"
"hsa-miR-192-5p","BTF3L4"
"hsa-miR-192-5p","TMEM169"
"hsa-miR-192-5p","TEX30"
"hsa-miR-192-5p","CADPS2"
"hsa-miR-192-5p","TMEM200A"
"hsa-miR-192-5p","ATG4A"
"hsa-miR-192-5p","KCTD12"
"hsa-miR-192-5p","DIS3L"
"hsa-miR-192-5p","GINM1"
"hsa-miR-192-5p","SFR1"
"hsa-miR-192-5p","NIPA1"
"hsa-miR-192-5p","CMPK2"
"hsa-miR-192-5p","LYPD6"
"hsa-miR-192-5p","DNAJC19"
"hsa-miR-192-5p","DCBLD2"
"hsa-miR-192-5p","EMB"
"hsa-miR-192-5p","AFAP1L1"
"hsa-miR-192-5p","HINT3"
"hsa-miR-192-5p","ZSWIM3"
"hsa-miR-192-5p","PRICKLE1"
"hsa-miR-192-5p","EME1"
"hsa-miR-192-5p","SAMD13"
"hsa-miR-192-5p","SLC35F3"
"hsa-miR-192-5p","ZNF385B"
"hsa-miR-192-5p","NIPAL1"
"hsa-miR-192-5p","BTNL9"
"hsa-miR-192-5p","SAMD3"
"hsa-miR-192-5p","ESCO2"
"hsa-miR-192-5p","CLVS1"
"hsa-miR-192-5p","FAM120AOS"
"hsa-miR-192-5p","KIAA1958"
"hsa-miR-192-5p","SLC35G1"
"hsa-miR-192-5p","ZFP1"
"hsa-miR-192-5p","C18orf54"
"hsa-miR-192-5p","ZNF114"
"hsa-miR-192-5p","SGMS2"
"hsa-miR-192-5p","ZNF449"
"hsa-miR-192-5p","USP12"
"hsa-miR-192-5p","CCNY"
"hsa-miR-192-5p","SKA1"
"hsa-miR-192-5p","SPATA13"
"hsa-miR-192-5p","PXDC1"
"hsa-miR-192-5p","CCZ1B"
"hsa-miR-192-5p","MSRB3"
"hsa-miR-192-5p","ZDHHC23"
"hsa-miR-192-5p","PCSK9"
"hsa-miR-192-5p","NPNT"
"hsa-miR-192-5p","CNEP1R1"
"hsa-miR-192-5p","SLC46A3"
"hsa-miR-192-5p","GPR137C"
"hsa-miR-192-5p","RIMKLA"
"hsa-miR-192-5p","EOGT"
"hsa-miR-192-5p","CYP4V2"
"hsa-miR-192-5p","LIN9"
"hsa-miR-192-5p","TRIM59"
"hsa-miR-192-5p","MMAB"
"hsa-miR-192-5p","CHSY3"
"hsa-miR-192-5p","GEN1"
"hsa-miR-192-5p","FAM111B"
"hsa-miR-192-5p","C5orf34"
"hsa-miR-192-5p","NHLRC3"
"hsa-miR-192-5p","C1orf53"
"hsa-miR-192-5p","FAM110C"
"hsa-miR-192-5p","PRIMPOL"
"hsa-miR-192-5p","WDCP"
"hsa-miR-192-5p","GAREM2"
"hsa-miR-192-5p","EDRF1"
"hsa-miR-192-5p","FAAP20"
"hsa-miR-192-5p","SARAF"
"hsa-miR-192-5p","MTERF3"
"hsa-miR-192-5p","GRK3"
"hsa-miR-192-5p","MELTF"
"hsa-miR-192-5p","HACD3"
"hsa-miR-192-5p","MFSD13A"
"hsa-miR-192-5p","BBOF1"
"hsa-miR-192-5p","MFSD14B"
"hsa-miR-192-5p","RFLNB"
"hsa-miR-192-5p","ERFE"
"hsa-miR-192-5p","TENT4B"
"hsa-miR-192-5p","CEMIP2"
"hsa-miR-192-5p","MOSMO"
"hsa-miR-192-5p","TENT4A"
"hsa-miR-192-5p","RADX"
"hsa-miR-192-5p","TLCD5"
"hsa-miR-192-5p","MRTFB"
"hsa-miR-192-5p","LHFPL6"
"hsa-miR-192-5p","OBI1"
"hsa-miR-192-5p","FAM241B"
"hsa-miR-192-5p","FAM241A"
"hsa-miR-192-5p","DGCR11"
"hsa-miR-192-5p","TCAM1P"
"hsa-miR-192-5p","SBDSP1"
"hsa-miR-192-5p","RP9P"
"hsa-miR-196a-5p","HOXC8"
"hsa-miR-196a-5p","HOXD8"
"hsa-miR-196a-5p","HOXA7"
"hsa-miR-196a-5p","KCNJ2"
"hsa-miR-196a-5p","RDH10"
"hsa-miR-196a-5p","PDCD4"
"hsa-miR-196a-5p","HOXA5"
"hsa-miR-196a-5p","MYC"
"hsa-miR-196a-5p","IGF2BP1"
"hsa-miR-196a-5p","HMGA2"
"hsa-miR-196a-5p","TSKU"
"hsa-miR-196a-5p","NOTCH2"
"hsa-miR-196a-5p","CASP3"
"hsa-miR-196a-5p","ANXA1"
"hsa-miR-196a-5p","TGFBR3"
"hsa-miR-196a-5p","HOXB7"
"hsa-miR-196a-5p","ATP6V1B2"
"hsa-miR-196a-5p","GATA6"
"hsa-miR-196a-5p","ATP1A1"
"hsa-miR-196a-5p","CALM3"
"hsa-miR-196a-5p","EPHA7"
"hsa-miR-196a-5p","NR2F6"
"hsa-miR-196a-5p","GMFB"
"hsa-miR-196a-5p","HOXA9"
"hsa-miR-196a-5p","NAP1L1"
"hsa-miR-196a-5p","NFKBIA"
"hsa-miR-196a-5p","RGL2"
"hsa-miR-196a-5p","RFC2"
"hsa-miR-196a-5p","RPS2"
"hsa-miR-196a-5p","SP100"
"hsa-miR-196a-5p","SRP9"
"hsa-miR-196a-5p","VCL"
"hsa-miR-196a-5p","ATP6V1F"
"hsa-miR-196a-5p","ESPL1"
"hsa-miR-196a-5p","RANBP9"
"hsa-miR-196a-5p","TSPAN3"
"hsa-miR-196a-5p","TRAP1"
"hsa-miR-196a-5p","IGF2BP3"
"hsa-miR-196a-5p","ZBTB6"
"hsa-miR-196a-5p","RAB31"
"hsa-miR-196a-5p","CPEB3"
"hsa-miR-196a-5p","SPEN"
"hsa-miR-196a-5p","PALLD"
"hsa-miR-196a-5p","TSPAN12"
"hsa-miR-196a-5p","ABT1"
"hsa-miR-196a-5p","RDH11"
"hsa-miR-196a-5p","SRRT"
"hsa-miR-196a-5p","BCL11A"
"hsa-miR-196a-5p","YOD1"
"hsa-miR-196a-5p","FAM135A"
"hsa-miR-196a-5p","IGDCC4"
"hsa-miR-196a-5p","KMT2C"
"hsa-miR-196a-5p","ATG9A"
"hsa-miR-196a-5p","ARHGAP28"
"hsa-miR-196a-5p","PHC3"
"hsa-miR-196a-5p","MED10"
"hsa-miR-196a-5p","BRMS1L"
"hsa-miR-196a-5p","LCOR"
"hsa-miR-196a-5p","TBRG1"
"hsa-miR-196a-5p","NXPE3"
"hsa-miR-196a-5p","GRPEL2"
"hsa-miR-196a-5p","SPTSSA"
"hsa-miR-196a-5p","SPRYD4"
"hsa-miR-196a-5p","GSTK1"
"hsa-miR-196a-5p","NHLRC3"
"hsa-miR-196a-5p","LIN28B"
"hsa-miR-196a-5p","U2AF2"
"hsa-miR-196a-5p","SLC35E2B"
"hsa-miR-196a-5p","ATG16L1"
"hsa-miR-196a-5p","ZNF850"
"hsa-miR-196a-5p","GOT2"
"hsa-miR-196a-5p","PGAM1"
"hsa-miR-196a-5p","NAP1L4"
"hsa-miR-196a-5p","ZNF581"
"hsa-miR-196a-5p","MRPL35"
"hsa-miR-196a-5p","ZSWIM1"
"hsa-miR-196a-5p","KIF18B"
"hsa-miR-196a-5p","MT-ND4L"
"hsa-miR-196a-5p","MT-ND4"
"hsa-miR-196a-5p","MT-ND5"
"hsa-miR-196a-5p","MT-ATP6"
"hsa-miR-196a-5p","MT-CO3"
"hsa-miR-196a-5p","RAB29"
"hsa-miR-196a-5p","SARAF"
"hsa-miR-196a-5p","MAP3K21"
"hsa-miR-196a-5p","RTL8C"
"hsa-miR-196a-5p","RTL8A"
"hsa-miR-196a-5p","CEMIP2"
"hsa-miR-196a-5p","H2BC5"
"hsa-miR-197-3p","HSPD1"
"hsa-miR-197-3p","ATP1A1"
"hsa-miR-197-3p","CHEK1"
"hsa-miR-197-3p","EIF4E"
"hsa-miR-197-3p","HNRNPH1"
"hsa-miR-197-3p","MCM7"
"hsa-miR-197-3p","PMAIP1"
"hsa-miR-197-3p","RAN"
"hsa-miR-197-3p","SOX11"
"hsa-miR-197-3p","TSPAN3"
"hsa-miR-197-3p","WDR6"
"hsa-miR-197-3p","CPSF1"
"hsa-miR-197-3p","NUS1"
"hsa-miR-197-3p","RPL22"
"hsa-miR-197-3p","CD82"
"hsa-miR-197-3p","CNBP"
"hsa-miR-197-3p","DGCR8"
"hsa-miR-197-3p","CKS1B"
"hsa-miR-197-3p","IARS2"
"hsa-miR-197-3p","METTL4"
"hsa-miR-197-3p","GAN"
"hsa-miR-199a-5p","CAV1"
"hsa-miR-199a-5p","JAG1"
"hsa-miR-199a-5p","TGFBR1"
"hsa-miR-199a-5p","WNK1"
"hsa-miR-199a-5p","CLTC"
"hsa-miR-199a-5p","HSPA5"
"hsa-miR-199a-5p","ABCC1"
"hsa-miR-199a-5p","UNG"
"hsa-miR-199a-5p","WNT2"
"hsa-miR-199a-5p","FZD4"
"hsa-miR-199a-5p","GPR78"
"hsa-miR-199a-5p","APOE"
"hsa-miR-199a-5p","ZDHHC9"
"hsa-miR-199a-5p","CCN2"
"hsa-miR-199a-3p","PTGS2"
"hsa-miR-199a-3p","MET"
"hsa-miR-199a-3p","NACC1"
"hsa-miR-199a-3p","CAV2"
"hsa-miR-199a-3p","FOXA2"
"hsa-miR-199a-3p","FOXK2"
"hsa-miR-199a-3p","CDK17"
"hsa-miR-199a-3p","UCK2"
"hsa-miR-199a-3p","BLOC1S6"
"hsa-miR-199a-3p","ETNK1"
"hsa-miR-199a-3p","VPS33A"
"hsa-miR-199a-3p","EFHD2"
"hsa-miR-199a-3p","LIN54"
"hsa-miR-199a-3p","ZNF384"
"hsa-miR-199a-3p","TFAM"
"hsa-miR-199a-3p","HLA-B"
"hsa-miR-199a-3p","ZXDB"
"hsa-miR-199a-3p","GOLIM4"
"hsa-miR-199a-3p","ATF7IP"
"hsa-miR-129-5p","NOTCH1"
"hsa-miR-129-5p","SOX4"
"hsa-miR-129-5p","CAMTA1"
"hsa-miR-129-5p","COL1A1"
"hsa-miR-129-5p","RNF149"
"hsa-miR-129-5p","EP300"
"hsa-miR-129-5p","FADS1"
"hsa-miR-129-5p","NPTX1"
"hsa-miR-129-5p","RGS16"
"hsa-miR-129-5p","SLBP"
"hsa-miR-129-5p","ABCC5"
"hsa-miR-129-5p","TNRC6B"
"hsa-miR-129-5p","TRMT10C"
"hsa-miR-129-5p","ZNF410"
"hsa-miR-129-5p","RBM26"
"hsa-miR-129-5p","KLHL15"
"hsa-miR-129-5p","KBTBD6"
"hsa-miR-129-5p","ANGEL2"
"hsa-miR-129-5p","GINM1"
"hsa-miR-129-5p","UBE2F"
"hsa-miR-129-5p","ABCG1"
"hsa-miR-129-5p","TMEM51"
"hsa-miR-129-5p","PARD3"
"hsa-miR-129-5p","ZNF703"
"hsa-miR-129-5p","CFAP20"
"hsa-miR-129-5p","NIFK"
"hsa-miR-129-5p","H4C3"
"hsa-miR-30c-5p","NOTCH1"
"hsa-miR-30c-5p","E2F3"
"hsa-miR-30c-5p","TWF1"
"hsa-miR-30c-5p","RNF138"
"hsa-miR-30c-5p","CAND1"
"hsa-miR-30c-5p","EML4"
"hsa-miR-30c-5p","ZNF264"
"hsa-miR-30c-5p","SOX4"
"hsa-miR-30c-5p","CFL2"
"hsa-miR-30c-5p","MYC"
"hsa-miR-30c-5p","SOCS3"
"hsa-miR-30c-5p","ADAM9"
"hsa-miR-30c-5p","UBE2I"
"hsa-miR-30c-5p","CASP3"
"hsa-miR-30c-5p","SOCS1"
"hsa-miR-30c-5p","GAB1"
"hsa-miR-30c-5p","PRDM1"
"hsa-miR-30c-5p","VIM"
"hsa-miR-30c-5p","CTSC"
"hsa-miR-30c-5p","JAK1"
"hsa-miR-30c-5p","GNAI2"
"hsa-miR-30c-5p","MTA1"
"hsa-miR-30c-5p","PTP4A1"
"hsa-miR-30c-5p","C1QBP"
"hsa-miR-30c-5p","CPOX"
"hsa-miR-30c-5p","EEF1A1"
"hsa-miR-30c-5p","CELSR3"
"hsa-miR-30c-5p","HSP90AA1"
"hsa-miR-30c-5p","IDH1"
"hsa-miR-30c-5p","IFNAR2"
"hsa-miR-30c-5p","LCP1"
"hsa-miR-30c-5p","LIFR"
"hsa-miR-30c-5p","MYBL2"
"hsa-miR-30c-5p","NAP1L1"
"hsa-miR-30c-5p","NFYB"
"hsa-miR-30c-5p","SERPINE1"
"hsa-miR-30c-5p","PAWR"
"hsa-miR-30c-5p","PGM3"
"hsa-miR-30c-5p","PLXNA1"
"hsa-miR-30c-5p","PPP1R2"
"hsa-miR-30c-5p","RAC1"
"hsa-miR-30c-5p","RARB"
"hsa-miR-30c-5p","RPA2"
"hsa-miR-30c-5p","RRM2"
"hsa-miR-30c-5p","SRSF7"
"hsa-miR-30c-5p","SNAI1"
"hsa-miR-30c-5p","SNX2"
"hsa-miR-30c-5p","STAU1"
"hsa-miR-30c-5p","UBE2D2"
"hsa-miR-30c-5p","ZNF200"
"hsa-miR-30c-5p","SLC7A5"
"hsa-miR-30c-5p","CUL2"
"hsa-miR-30c-5p","SLC25A12"
"hsa-miR-30c-5p","EED"
"hsa-miR-30c-5p","NAPG"
"hsa-miR-30c-5p","TNFRSF10B"
"hsa-miR-30c-5p","CREG1"
"hsa-miR-30c-5p","TBPL1"
"hsa-miR-30c-5p","PREPL"
"hsa-miR-30c-5p","IQCB1"
"hsa-miR-30c-5p","JOSD1"
"hsa-miR-30c-5p","LHFPL2"
"hsa-miR-30c-5p","GNA13"
"hsa-miR-30c-5p","POLQ"
"hsa-miR-30c-5p","NFAT5"
"hsa-miR-30c-5p","TMED2"
"hsa-miR-30c-5p","CBX3"
"hsa-miR-30c-5p","ENPP4"
"hsa-miR-30c-5p","MLXIP"
"hsa-miR-30c-5p","HABP4"
"hsa-miR-30c-5p","HIC2"
"hsa-miR-30c-5p","SUZ12"
"hsa-miR-30c-5p","RASGRP3"
"hsa-miR-30c-5p","GAPVD1"
"hsa-miR-30c-5p","AFF4"
"hsa-miR-30c-5p","NRBP1"
"hsa-miR-30c-5p","DCUN1D1"
"hsa-miR-30c-5p","LRRC8D"
"hsa-miR-30c-5p","AGPAT5"
"hsa-miR-30c-5p","CDC37L1"
"hsa-miR-30c-5p","STARD7"
"hsa-miR-30c-5p","PHTF2"
"hsa-miR-30c-5p","KLHL42"
"hsa-miR-30c-5p","USP37"
"hsa-miR-30c-5p","TGIF2"
"hsa-miR-30c-5p","ELOVL5"
"hsa-miR-30c-5p","GIGYF1"
"hsa-miR-30c-5p","VPS33A"
"hsa-miR-30c-5p","DHX40"
"hsa-miR-30c-5p","TBL1XR1"
"hsa-miR-30c-5p","SCD5"
"hsa-miR-30c-5p","EDC3"
"hsa-miR-30c-5p","KLHL15"
"hsa-miR-30c-5p","CPEB4"
"hsa-miR-30c-5p","SETD3"
"hsa-miR-30c-5p","LCOR"
"hsa-miR-30c-5p","CBX2"
"hsa-miR-30c-5p","ADO"
"hsa-miR-30c-5p","KBTBD6"
"hsa-miR-30c-5p","ERI1"
"hsa-miR-30c-5p","SFXN1"
"hsa-miR-30c-5p","TPRG1L"
"hsa-miR-30c-5p","NACC2"
"hsa-miR-30c-5p","DPY19L3"
"hsa-miR-30c-5p","FAM91A1"
"hsa-miR-30c-5p","FBXO45"
"hsa-miR-30c-5p","ZDHHC20"
"hsa-miR-30c-5p","LIN9"
"hsa-miR-30c-5p","LIN28B"
"hsa-miR-30c-5p","MZT1"
"hsa-miR-30c-5p","GOLGA8B"
"hsa-miR-30c-5p","PEG10"
"hsa-miR-30c-5p","FUCA1"
"hsa-miR-30c-5p","HNRNPC"
"hsa-miR-30c-5p","IKZF2"
"hsa-miR-30c-5p","SLC35G2"
"hsa-miR-30c-5p","JDP2"
"hsa-miR-30c-5p","PPP3CB"
"hsa-miR-30c-5p","SAE1"
"hsa-miR-30c-5p","PPARGC1B"
"hsa-miR-30c-5p","PLEKHO2"
"hsa-miR-30c-5p","TANK"
"hsa-miR-30c-5p","GOLGA1"
"hsa-miR-30c-5p","GTF2E2"
"hsa-miR-30c-5p","MGAT2"
"hsa-miR-30c-5p","FASN"
"hsa-miR-30c-5p","IER2"
"hsa-miR-30c-5p","MKRN3"
"hsa-miR-30c-5p","PNMA1"
"hsa-miR-30c-5p","CFDP1"
"hsa-miR-30c-5p","ZXDB"
"hsa-miR-30c-5p","TBC1D10B"
"hsa-miR-30c-5p","APLN"
"hsa-miR-30c-5p","WDR5"
"hsa-miR-30c-5p","LMBR1L"
"hsa-miR-30c-5p","RNF220"
"hsa-miR-30c-5p","BLOC1S4"
"hsa-miR-30c-5p","ANKRA2"
"hsa-miR-30c-5p","ZNRF1"
"hsa-miR-30c-5p","C8orf76"
"hsa-miR-30c-5p","CCDC117"
"hsa-miR-30c-5p","CCDC71L"
"hsa-miR-30c-5p","RPS3"
"hsa-miR-30c-5p","SRPRA"
"hsa-miR-30c-5p","NSMCE3"
"hsa-miR-30c-5p","TENT4B"
"hsa-miR-139-5p","NOTCH1"
"hsa-miR-139-5p","BTG2"
"hsa-miR-139-5p","JUN"
"hsa-miR-139-5p","RHOT1"
"hsa-miR-139-5p","CXCR4"
"hsa-miR-139-5p","HRAS"
"hsa-miR-139-5p","CLIC4"
"hsa-miR-139-5p","ABL2"
"hsa-miR-139-5p","RAP1B"
"hsa-miR-139-5p","USP6NL"
"hsa-miR-139-5p","TMED7"
"hsa-miR-139-5p","LCOR"
"hsa-miR-139-5p","ZNF367"
"hsa-miR-139-5p","ZNF431"
"hsa-miR-7-5p","LAMC2"
"hsa-miR-7-5p","CASP9"
"hsa-miR-7-5p","CTDSP1"
"hsa-miR-7-5p","RFFL"
"hsa-miR-7-5p","ARF4"
"hsa-miR-7-5p","SERP1"
"hsa-miR-7-5p","ZNF264"
"hsa-miR-7-5p","RYK"
"hsa-miR-7-5p","TUSC2"
"hsa-miR-7-5p","BTG2"
"hsa-miR-7-5p","IRS1"
"hsa-miR-7-5p","LITAF"
"hsa-miR-7-5p","CAV1"
"hsa-miR-7-5p","TSKU"
"hsa-miR-7-5p","DCTD"
"hsa-miR-7-5p","VPS26A"
"hsa-miR-7-5p","PHC2"
"hsa-miR-7-5p","CBX7"
"hsa-miR-7-5p","PAK1"
"hsa-miR-7-5p","PPIF"
"hsa-miR-7-5p","NACC1"
"hsa-miR-7-5p","BAX"
"hsa-miR-7-5p","CDC25B"
"hsa-miR-7-5p","FOS"
"hsa-miR-7-5p","SNCA"
"hsa-miR-7-5p","GATA6"
"hsa-miR-7-5p","ACTN2"
"hsa-miR-7-5p","ALDH1A3"
"hsa-miR-7-5p","ATP1B3"
"hsa-miR-7-5p","AUP1"
"hsa-miR-7-5p","CALM3"
"hsa-miR-7-5p","CALU"
"hsa-miR-7-5p","CCNT2"
"hsa-miR-7-5p","SCARB2"
"hsa-miR-7-5p","CKS2"
"hsa-miR-7-5p","DHCR7"
"hsa-miR-7-5p","DSC2"
"hsa-miR-7-5p","DTYMK"
"hsa-miR-7-5p","EIF4E"
"hsa-miR-7-5p","FGF1"
"hsa-miR-7-5p","GALNT2"
"hsa-miR-7-5p","GDNF"
"hsa-miR-7-5p","GFRA1"
"hsa-miR-7-5p","GLO1"
"hsa-miR-7-5p","GLS"
"hsa-miR-7-5p","GNA12"
"hsa-miR-7-5p","GPR19"
"hsa-miR-7-5p","GRINA"
"hsa-miR-7-5p","PDIA3"
"hsa-miR-7-5p","HOXB5"
"hsa-miR-7-5p","HPCAL1"
"hsa-miR-7-5p","IGFBP4"
"hsa-miR-7-5p","KIF5B"
"hsa-miR-7-5p","LGALS3BP"
"hsa-miR-7-5p","MAZ"
"hsa-miR-7-5p","ABCC1"
"hsa-miR-7-5p","NDUFA4"
"hsa-miR-7-5p","OAS2"
"hsa-miR-7-5p","PAX6"
"hsa-miR-7-5p","PFN2"
"hsa-miR-7-5p","PIGH"
"hsa-miR-7-5p","PIK3CD"
"hsa-miR-7-5p","PIK3CG"
"hsa-miR-7-5p","PLEC"
"hsa-miR-7-5p","POLR2E"
"hsa-miR-7-5p","MAP2K2"
"hsa-miR-7-5p","REL"
"hsa-miR-7-5p","RPL15"
"hsa-miR-7-5p","RSU1"
"hsa-miR-7-5p","CXCL5"
"hsa-miR-7-5p","SDHC"
"hsa-miR-7-5p","SMARCD1"
"hsa-miR-7-5p","CAPN15"
"hsa-miR-7-5p","SRM"
"hsa-miR-7-5p","SUPT4H1"
"hsa-miR-7-5p","TAGLN"
"hsa-miR-7-5p","TCOF1"
"hsa-miR-7-5p","TFRC"
"hsa-miR-7-5p","TGM2"
"hsa-miR-7-5p","TNFAIP2"
"hsa-miR-7-5p","TNP1"
"hsa-miR-7-5p","TSN"
"hsa-miR-7-5p","NR1H2"
"hsa-miR-7-5p","XRCC2"
"hsa-miR-7-5p","PTP4A2"
"hsa-miR-7-5p","FXR1"
"hsa-miR-7-5p","RGS5"
"hsa-miR-7-5p","AKR7A2"
"hsa-miR-7-5p","RDH16"
"hsa-miR-7-5p","VAMP8"
"hsa-miR-7-5p","GPAA1"
"hsa-miR-7-5p","SOCS2"
"hsa-miR-7-5p","SQSTM1"
"hsa-miR-7-5p","AP1M1"
"hsa-miR-7-5p","TRPA1"
"hsa-miR-7-5p","XPR1"
"hsa-miR-7-5p","NREP"
"hsa-miR-7-5p","CNOT8"
"hsa-miR-7-5p","MPDU1"
"hsa-miR-7-5p","TRAM2"
"hsa-miR-7-5p","DAZAP2"
"hsa-miR-7-5p","SPATA2"
"hsa-miR-7-5p","GINS1"
"hsa-miR-7-5p","SLC25A15"
"hsa-miR-7-5p","RNF41"
"hsa-miR-7-5p","ALG3"
"hsa-miR-7-5p","PSME3"
"hsa-miR-7-5p","MFSD10"
"hsa-miR-7-5p","SIGMAR1"
"hsa-miR-7-5p","BCKDK"
"hsa-miR-7-5p","LANCL1"
"hsa-miR-7-5p","HMGN4"
"hsa-miR-7-5p","CRTAP"
"hsa-miR-7-5p","IPO7"
"hsa-miR-7-5p","ZNF460"
"hsa-miR-7-5p","ZNF275"
"hsa-miR-7-5p","EHD1"
"hsa-miR-7-5p","TMED10"
"hsa-miR-7-5p","CDC37"
"hsa-miR-7-5p","WDR45"
"hsa-miR-7-5p","FICD"
"hsa-miR-7-5p","RRAS2"
"hsa-miR-7-5p","SETD1B"
"hsa-miR-7-5p","TNRC6B"
"hsa-miR-7-5p","RAD54L2"
"hsa-miR-7-5p","NUDCD3"
"hsa-miR-7-5p","EXOSC2"
"hsa-miR-7-5p","SNAPIN"
"hsa-miR-7-5p","RUSC1"
"hsa-miR-7-5p","HSPBP1"
"hsa-miR-7-5p","SH3BP4"
"hsa-miR-7-5p","RAB11FIP5"
"hsa-miR-7-5p","SZRD1"
"hsa-miR-7-5p","MYEOV"
"hsa-miR-7-5p","EIF2AK1"
"hsa-miR-7-5p","VPS4A"
"hsa-miR-7-5p","LSM3"
"hsa-miR-7-5p","TMEM97"
"hsa-miR-7-5p","GIT1"
"hsa-miR-7-5p","SERTAD3"
"hsa-miR-7-5p","EHD3"
"hsa-miR-7-5p","IL21R"
"hsa-miR-7-5p","CRIM1"
"hsa-miR-7-5p","TMEM69"
"hsa-miR-7-5p","MS4A4A"
"hsa-miR-7-5p","SLC25A39"
"hsa-miR-7-5p","ASB2"
"hsa-miR-7-5p","C11orf24"
"hsa-miR-7-5p","POLE3"
"hsa-miR-7-5p","TRMT13"
"hsa-miR-7-5p","ARL15"
"hsa-miR-7-5p","CRLS1"
"hsa-miR-7-5p","TET2"
"hsa-miR-7-5p","DUSP23"
"hsa-miR-7-5p","SLC35A5"
"hsa-miR-7-5p","TMEM38B"
"hsa-miR-7-5p","VPS13D"
"hsa-miR-7-5p","C5orf22"
"hsa-miR-7-5p","YOD1"
"hsa-miR-7-5p","NDC1"
"hsa-miR-7-5p","RNF114"
"hsa-miR-7-5p","NXT2"
"hsa-miR-7-5p","RCC2"
"hsa-miR-7-5p","PDGFC"
"hsa-miR-7-5p","SERTAD4"
"hsa-miR-7-5p","MEPCE"
"hsa-miR-7-5p","BCCIP"
"hsa-miR-7-5p","EIF5A2"
"hsa-miR-7-5p","POLE4"
